trace_id,count_transaction,count_session_login,count_device_registration,count_beneficiary_addition,total_events,window_seconds,transactions_per_hour,mean_time_between_transactions,min_time_between_transactions,transactions_per_session,time_login_to_first_transaction,login_attempt_count_max,auth_failure_present,new_device_present,time_device_registration_to_transaction,beneficiary_added_before_transaction,time_from_beneficiary_add_to_transaction,failed_transaction_count,failed_then_completed,amount_mean,amount_max,amount_min,amount_std,amount_cv,amount_change_after_failure,amount_trend,distinct_channels,fraud,attack_family,attack_difficulty,customer_id,HESITATION_DELTA
legit_sess_c4dfacdb-3a1b-4812-8147-bf8b757605a8,0,1,0,0,2,1597.0,0.0,1597.0,1597.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,712658db-9696-44f3-af36-573bdd77dfc9,0.0
legit_sess_72cd2672-1330-460c-a7ff-69af5a3b5d96,3,1,0,0,4,252762.0,0.04272794170009732,124394.5,37278.0,3.0,3973.0,1,0,0,-1.0,0,-1.0,3,0,1388.6433333333334,1939.73,1001.75,400.1426480088764,0.28815365213208793,1,1.0,1,0,legitimate,n/a,6134584a-5e20-44eb-9868-bf0ae2d60270,0.0
legit_sess_ff96bf52-d117-475b-943c-b8ece38548f7,0,1,0,0,2,4249.0,0.0,4249.0,4249.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,4b7cd1f8-4474-4da4-a763-07d1bdce4d90,0.0
legit_sess_e08ffa57-0444-41ae-bb27-4d1bb8d36b32,4,1,0,0,6,270112.0,0.053311219049875604,63531.333333333336,1148.0,4.0,41591.0,1,0,0,-1.0,0,-1.0,4,0,1297.8574999999998,1536.53,1082.77,163.60869649486852,0.1260606010250498,0,1.0,1,0,legitimate,n/a,786fc8a0-23c3-469b-b38a-07e216a39bc7,0.0
legit_sess_37febd57-0d3f-46d3-ad19-317f9cd8b4f9,6,1,0,0,8,230698.0,0.09362890012050386,42546.0,448.0,6.0,1652.0,1,0,0,-1.0,0,-1.0,6,0,1719.5900000000001,2255.11,1212.91,307.1702809517874,0.1786299530421713,1,1.0,1,0,legitimate,n/a,090a5b58-52d4-4eef-92c9-7906909f4e3a,0.0
legit_sess_c748d896-b881-486c-a36e-c8f92a20f197,6,1,1,0,9,166914.0,0.12940795858945325,16349.2,2545.0,6.0,3631.0,1,0,1,-1.0,0,-1.0,6,0,924.8833333333333,1165.88,758.11,138.68171384705184,0.14994508912517093,1,1.0,1,0,legitimate,n/a,75dfd5d4-d949-4622-b06c-f1221e0c3a55,0.0
legit_sess_434e123c-b9c2-4cdd-87ba-e1f5c9315f98,0,1,0,0,2,1784.0,0.0,1784.0,1784.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,a43e1b27-dd12-4c13-95e0-e3d30354db0c,0.0
legit_sess_5741383f-ae4f-434f-9b0c-a35663eb990e,0,1,0,0,2,68077.0,0.0,68077.0,68077.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,140093f7-873f-4224-9da1-8d804211bae7,0.0
legit_sess_4740f6b3-ba8f-46be-9df1-fbb5d371340b,4,1,0,0,6,71334.0,0.20186727226848347,19327.0,10974.0,4.0,7330.0,1,0,0,-1.0,0,-1.0,4,0,2194.4,2735.59,1882.89,332.5978879217365,0.1515666642005726,1,-1.0,1,0,legitimate,n/a,66231401-b779-420f-911b-d314204a3970,0.0
legit_sess_662633a5-f894-4c76-aa1e-677c589483f5,3,1,0,0,5,200783.0,0.05378941444245777,19370.0,11183.0,3.0,151233.0,1,0,0,-1.0,0,-1.0,3,0,2505.9866666666667,2714.67,2342.37,155.2955801760702,0.06196983497228112,1,-1.0,1,0,legitimate,n/a,712658db-9696-44f3-af36-573bdd77dfc9,0.0
legit_sess_bdf79206-fac1-4d76-a613-b1ac59414cfd,0,1,0,0,2,15093.0,0.0,15093.0,15093.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,42f32846-fdb3-4c62-ae9b-73435d417373,0.0
legit_sess_69f36619-3b3b-4ffa-a3f0-805bd2b631cc,0,1,0,0,2,47813.0,0.0,47813.0,47813.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,e04665ee-7812-47b3-99c9-ad7976ed38b1,0.0
legit_sess_9444de4e-13fe-499f-9e70-f5e3f3e6c8f7,3,1,0,0,5,403083.0,0.026793489182128743,13058.0,12813.0,3.0,358740.0,1,0,0,-1.0,0,-1.0,3,0,528.3766666666667,698.99,401.34,125.36101210326741,0.2372569040456002,1,1.0,1,0,legitimate,n/a,af8c3e74-6fa1-46a8-ade2-56558dc508c6,0.0
legit_sess_b18e6a74-26c8-4854-ba03-0195e8688b20,1,1,0,0,3,97795.0,0.03681169793956746,97795.0,97795.0,1.0,1491.0,1,0,0,-1.0,0,-1.0,1,0,1341.11,1341.11,1341.11,0.0,0.0,0,0.0,1,0,legitimate,n/a,ced3463f-cc5b-4ae2-afab-25f03bc89378,0.0
legit_sess_e3e2bf71-5c22-413a-b19b-b6698ab16bc8,1,1,0,0,2,240421.0,0.014973733575685983,240421.0,240421.0,1.0,240421.0,1,0,0,-1.0,0,-1.0,1,0,28.73,28.73,28.73,0.0,0.0,0,0.0,1,0,legitimate,n/a,abb83370-7f52-4b46-8fc9-494488e04517,0.0
legit_sess_deb06511-9bc8-4126-8397-72db354353db,2,1,0,0,4,4597.0,1.5662388514248422,1460.0,1460.0,2.0,1274.0,1,0,0,-1.0,0,-1.0,2,0,5287.715,5297.01,5278.42,9.295000000000073,0.001757848144236229,1,-1.0,1,0,legitimate,n/a,efadd5f7-92bd-4be0-9e70-e5f2c48489f5,0.0
legit_sess_712fe187-6615-400d-8fb0-dfd9fc2a977f,0,1,0,0,2,29959.0,0.0,29959.0,29959.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,76af7ffc-6f3d-4af7-ada6-9a865e5709b0,0.0
legit_sess_42a93795-cb72-41eb-9e26-0f2067dfbbb3,2,1,0,1,4,445560.0,0.016159439806086723,14398.0,14398.0,2.0,393461.0,1,0,0,-1.0,1,431162.0,2,0,1549.755,1630.58,1468.93,80.82499999999993,0.052153404893031434,0,1.0,1,0,legitimate,n/a,49eb0d00-e6c9-411a-ad60-6a82ab5e7b10,50.267448990390584
legit_sess_b9913966-b277-454a-b5e0-3fbd063f08b6,6,1,0,0,8,87771.0,0.24609495163550604,11150.8,1352.0,6.0,2383.0,1,0,0,-1.0,0,-1.0,6,0,1312.0033333333333,1528.85,1045.23,178.7600375425733,0.13624968245195512,1,1.0,1,0,legitimate,n/a,931335ee-9c6b-47e2-ac7d-a744684ae995,0.0
legit_sess_eb14c046-ce56-4ea4-8e4f-71ac4c115a67,6,1,0,0,8,238786.0,0.09045756451383247,30256.0,3911.0,6.0,15345.0,1,0,0,-1.0,0,-1.0,6,0,865.025,1152.04,219.34,312.20930291232514,0.3609251789397129,1,1.0,1,0,legitimate,n/a,2212fb12-71ed-4d83-b107-c9ef83f00b76,0.0
legit_sess_5c998e60-17b4-4b2d-8202-745c4f5d2e2e,7,1,0,0,9,265115.0,0.0950530901684175,30402.166666666668,3180.0,7.0,43376.0,1,0,0,-1.0,0,-1.0,7,0,674.0128571428571,826.6,370.1,147.09640208421976,0.21823975689093222,1,-1.0,1,0,legitimate,n/a,d5601a4e-2970-41d7-92fe-e8c34708f7e3,0.0
legit_sess_55530c57-0ae6-4be4-bb69-ef65a26f8c68,0,1,0,0,2,1408.0,0.0,1408.0,1408.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,cc42d7c6-4fd8-4e8b-9bb1-7fee389ee002,0.0
legit_sess_3f1bc559-624c-4e1c-93fc-684e8c53203f,0,1,0,0,2,69982.0,0.0,69982.0,69982.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,e79a262b-e8db-476b-8d33-f36c7b564757,0.0
legit_sess_d7841176-363a-45b0-af20-e5756f6cd3c0,0,1,0,0,2,492.0,0.0,492.0,492.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,e1bcb3e5-de1e-40d6-aaad-976839ed92cc,0.0
legit_sess_3bdba55b-d83b-43ba-ba97-e8b630421f56,8,1,0,0,10,382787.0,0.07523766481097843,43472.57142857143,1366.0,8.0,76672.0,1,0,0,-1.0,0,-1.0,8,0,2622.9612500000003,3364.61,1976.48,508.0861486115692,0.1937070738698748,1,-1.0,1,0,legitimate,n/a,cbbc6c94-19f4-4c75-a87d-d5121032888d,0.0
legit_sess_63c56ab2-9ddb-4c57-bf63-52b539b9e2a0,8,1,0,0,10,234351.0,0.12289258420062216,28183.14285714286,1399.0,8.0,34394.0,1,0,0,-1.0,0,-1.0,8,0,398.565,508.22,333.06,60.52446199678276,0.15185593817014229,1,-1.0,1,0,legitimate,n/a,a7eac1c8-1c4a-4f30-acf3-3142833955bc,0.0
legit_sess_db03e1ae-0c6c-4cca-ade5-78dca7883a72,3,1,0,0,5,164772.0,0.06554511688879178,20576.0,17832.0,3.0,23438.0,1,0,0,-1.0,0,-1.0,3,0,1760.1633333333332,1925.35,1649.36,119.05399400645443,0.06763803776152655,0,1.0,1,0,legitimate,n/a,c12625c0-54e6-439c-8623-989b1508d991,0.0
legit_sess_b49a557c-63f4-4007-bf79-78df3dcfb8aa,5,1,0,0,7,363545.0,0.04951244000055014,71816.0,11286.0,5.0,31772.0,1,0,0,-1.0,0,-1.0,5,0,1530.174,1815.77,1195.12,235.6475653682847,0.15400050279790709,1,-1.0,1,0,legitimate,n/a,4eefc6d5-beb9-4085-a66a-2cab110fa0ee,0.0
legit_sess_bda2d9e7-d062-4ac6-9200-0fbdcdfe0589,3,1,0,1,6,107224.0,0.1007237185704693,8942.0,1075.0,3.0,25807.0,1,0,0,-1.0,1,10232.0,3,0,762.77,969.82,647.43,146.7239382877473,0.19235672389809158,1,1.0,1,0,legitimate,n/a,4b7cd1f8-4474-4da4-a763-07d1bdce4d90,-0.5221521910162138
legit_sess_8ad57bfe-2c8a-40fb-851b-f7265e3555ea,3,1,0,0,4,360284.0,0.029976351988986467,172926.0,111891.0,3.0,14432.0,1,0,0,-1.0,0,-1.0,3,0,1688.5200000000002,1820.28,1483.6,146.86194151878382,0.08697672607892344,1,-1.0,1,0,legitimate,n/a,c50b2038-9b09-436a-babf-b898875eb916,0.0
legit_sess_6d03a03a-c937-4dda-86c6-2566536725b6,6,1,0,0,8,34038.0,0.6345848757271285,5388.6,1498.0,6.0,4968.0,1,0,0,-1.0,0,-1.0,6,0,2079.5733333333333,2497.44,1524.83,305.30513772654115,0.14681143138009456,1,-1.0,1,0,legitimate,n/a,44d5ad11-1eee-4285-a241-cf78caaf7ba1,0.0
legit_sess_93a282af-db74-4273-adf2-533b7e405f4e,2,1,1,0,5,21673.0,0.3322105845983482,2409.0,2409.0,2.0,2901.0,1,0,1,1498.0,0,-1.0,2,0,2498.43,2659.97,2336.89,161.53999999999996,0.06465660434753023,0,1.0,1,0,legitimate,n/a,cc42d7c6-4fd8-4e8b-9bb1-7fee389ee002,0.0
legit_sess_ece7ecb1-8cae-4745-94c8-3e2368549c9a,1,1,0,0,2,63728.0,0.056490082852121516,63728.0,63728.0,1.0,63728.0,1,0,0,-1.0,0,-1.0,1,0,59.18,59.18,59.18,0.0,0.0,0,0.0,1,0,legitimate,n/a,df754f21-bb51-4573-9922-a8e9d7594f17,0.0
legit_sess_eb0b891c-ad69-4f36-bbe2-a98b86964926,3,1,1,0,6,216575.0,0.04986725152949325,88141.5,44883.0,3.0,16103.0,1,0,1,60477.0,0,-1.0,3,0,713.3833333333333,929.69,519.26,168.2899708505795,0.23590398455796951,0,1.0,1,0,legitimate,n/a,ad87b09e-5da8-4a98-a064-b4cc25337682,0.0
legit_sess_d6c45bf3-ffa8-46b7-ac0f-1fc896c3b1ca,2,1,0,0,3,351694.0,0.02047234243404778,195243.0,195243.0,2.0,156451.0,1,0,0,-1.0,0,-1.0,2,0,404.46500000000003,503.97,304.96,99.50500000000002,0.2460163425759955,0,1.0,1,0,legitimate,n/a,7637facd-c86c-42a1-b860-3d0056dd34fb,0.0
legit_sess_17530ae4-aa0d-4612-a0d1-31c2b24f4a02,2,1,0,0,4,181012.0,0.039776368417563476,13930.0,13930.0,2.0,148410.0,1,0,0,-1.0,0,-1.0,2,0,702.095,799.29,604.9,97.195,0.13843568178095556,1,-1.0,1,0,legitimate,n/a,23079f9c-af8a-48d3-a0a0-0f5e78f607dc,0.0
legit_sess_539511b6-8ee4-44c8-bc95-1397105a1a0f,1,1,0,0,3,33793.0,0.1065309383600154,33793.0,33793.0,1.0,20954.0,1,0,0,-1.0,0,-1.0,1,0,3049.52,3049.52,3049.52,0.0,0.0,0,0.0,1,0,legitimate,n/a,e1bcb3e5-de1e-40d6-aaad-976839ed92cc,0.0
legit_sess_a01ffa2a-8201-4aa0-806a-71d08ae8957d,6,1,1,0,9,116376.0,0.1856052794390596,10217.2,1526.0,6.0,59480.0,1,0,1,58939.0,0,-1.0,6,0,1075.2516666666666,1360.87,643.39,217.32486055186803,0.20211534405297493,1,-1.0,1,0,legitimate,n/a,0646e5bb-6a98-4cc1-98a6-d44d04b4e421,0.0
legit_sess_4ed75312-513f-44c2-b282-0e00b5025d1b,8,1,0,1,11,308958.0,0.093216553706329,30419.714285714286,883.0,8.0,94515.0,1,0,0,-1.0,1,88604.0,8,0,2171.6162499999996,2877.71,1587.61,374.29151833622615,0.17235619706576896,1,-1.0,1,0,legitimate,n/a,569908f6-c030-4b21-9315-8ce400721f84,0.9527578007328892
legit_sess_7206bc12-d6b6-4224-8c04-69828854b325,8,1,0,0,10,167344.0,0.1721005832297543,22798.0,2620.0,8.0,5756.0,1,0,0,-1.0,0,-1.0,8,0,4103.321249999999,4749.06,3280.43,481.2659124236181,0.1172869203023327,1,-1.0,1,0,legitimate,n/a,efadd5f7-92bd-4be0-9e70-e5f2c48489f5,0.0
legit_sess_67a8393a-e26c-4f31-aad4-93adc907951a,0,1,0,0,2,38600.0,0.0,38600.0,38600.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,8fe5feef-3d8d-480f-82d5-b04d233f91d5,0.0
legit_sess_c41d2e54-15de-4f2d-bd38-ed167fd668f6,1,1,0,0,3,83137.0,0.04330201955807883,83137.0,83137.0,1.0,54798.0,1,0,0,-1.0,0,-1.0,1,0,1946.81,1946.81,1946.81,0.0,0.0,0,0.0,1,0,legitimate,n/a,6afcb203-4ffe-44b3-b949-41e764781eb6,0.0
legit_sess_4279b40a-4ec4-4906-95d9-a0b81ef5e8e1,6,1,0,0,8,245662.0,0.08792568651236252,38292.4,1246.0,6.0,17608.0,1,0,0,-1.0,0,-1.0,6,0,2739.8233333333333,3122.44,2111.29,322.7318882429948,0.11779295559555353,1,-1.0,1,0,legitimate,n/a,92f48d21-8b9f-484a-a7f1-86a2e2b6c50c,0.0
legit_sess_60e5508a-3784-4852-ba8d-18b01cea9a70,9,1,0,0,11,96006.0,0.337478907568277,6811.875,1049.0,9.0,19090.0,1,0,0,-1.0,0,-1.0,9,0,3635.5288888888886,4670.13,2425.84,668.5442866980043,0.1838918922474382,1,-1.0,1,0,legitimate,n/a,8d84353b-1c60-42bd-a547-20cfdfc9cb2b,0.0
legit_sess_b3241518-91f8-4d6c-8078-e042b4f94bd8,0,1,0,0,2,19577.0,0.0,19577.0,19577.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,aa069dd3-e42a-40ad-88ad-4972d1cee715,0.0
legit_sess_b2f4ff3c-75fe-468a-9db4-c92e3bbef74e,0,1,1,0,3,6717.0,0.0,6717.0,6717.0,0.0,-1.0,1,0,1,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,a43e1b27-dd12-4c13-95e0-e3d30354db0c,0.0
legit_sess_5ed97f96-401a-421e-a17b-0d62a6522274,3,1,0,0,5,50926.0,0.21207241880375446,18526.5,1418.0,3.0,1960.0,1,0,0,-1.0,0,-1.0,3,0,707.2833333333333,770.34,659.0,46.63930697979502,0.06594147604184324,1,-1.0,1,0,legitimate,n/a,180ecb0d-fb51-4504-8f00-61ca5498c004,0.0
legit_sess_8a375659-0da6-4c83-9584-3a7f9656d1a6,3,1,0,0,5,86972.0,0.12417789633445246,40813.5,2875.0,3.0,1452.0,1,0,0,-1.0,0,-1.0,3,0,3365.4500000000003,4336.6,2334.9,818.2693087649486,0.24313815649168716,1,-1.0,1,0,legitimate,n/a,b580f989-5239-44e0-8dd8-972056f813c8,0.0
legit_sess_dad3e06b-928d-4390-b73c-d1575896b3bc,3,1,0,0,5,352646.0,0.030625613221190656,73430.5,21969.0,3.0,80223.0,1,0,0,-1.0,0,-1.0,3,0,2880.1766666666663,3040.83,2632.25,177.8517737393198,0.06175030018042406,1,-1.0,1,0,legitimate,n/a,212532de-9425-4e21-9985-c91d62a6c595,0.0
legit_sess_170d5d26-1eea-4719-b560-40e8a120ac53,1,1,0,0,2,348114.0,0.010341439873145003,348114.0,348114.0,1.0,348114.0,1,0,0,-1.0,0,-1.0,1,0,16.35,16.35,16.35,0.0,0.0,0,0.0,1,0,legitimate,n/a,f9eca092-d268-4279-a5b5-9f8579eb04d1,0.0
legit_sess_6d4e53af-5d9d-45b1-b966-e0de932358db,3,1,0,0,5,50998.0,0.21177301070630222,13922.5,1180.0,3.0,1061.0,1,0,0,-1.0,0,-1.0,3,0,1763.5166666666667,2386.65,586.04,833.0752232675164,0.4723943011222934,1,-1.0,1,0,legitimate,n/a,75bba463-c516-4de4-a332-89b6c4ec2750,0.0
legit_sess_76f8eaa9-e3ef-4bec-a537-9a50e4cbfb11,10,1,0,0,12,216163.0,0.1665409899011394,18741.777777777777,1078.0,10.0,10810.0,1,0,0,-1.0,0,-1.0,10,0,4824.325,5995.6,3465.18,855.5662415646144,0.17734423811924246,1,1.0,1,0,legitimate,n/a,321a6ec1-7934-40b8-b48b-b0750c9c20ef,0.0
legit_sess_68da9f91-a413-4777-ba02-8912159ca003,3,1,0,0,5,28806.0,0.3749218912726515,11345.5,2631.0,3.0,4316.0,1,0,0,-1.0,0,-1.0,3,0,5380.759999999999,5596.18,5014.66,260.2175044073708,0.04836073424708979,0,1.0,1,0,legitimate,n/a,87af8a1d-d2aa-4199-bb1a-6021769c6ab1,0.0
legit_sess_c113d319-7db0-4c79-b645-a0bd22644a83,1,1,0,0,2,374762.0,0.009606096669352816,374762.0,374762.0,1.0,374762.0,1,0,0,-1.0,0,-1.0,1,0,199.7,199.7,199.7,0.0,0.0,0,0.0,1,0,legitimate,n/a,c349dc1a-bc44-46c6-9aa7-2b97709d198a,0.0
legit_sess_b8596b46-49dd-477c-b394-507e21ecd934,9,1,0,0,11,303500.0,0.10675453047775947,32191.625,6542.0,9.0,12436.0,1,0,0,-1.0,0,-1.0,9,0,1696.4166666666667,2299.76,977.86,405.43777215361786,0.23899657443844446,1,1.0,1,0,legitimate,n/a,91809dd7-ea11-4863-a7a0-6a4d1ff6a96f,0.0
legit_sess_7017ccf2-2ee9-4413-ad18-fc1ff7e3510c,3,1,0,0,5,97146.0,0.11117287381878822,19402.5,16151.0,3.0,35934.0,1,0,0,-1.0,0,-1.0,3,0,2744.98,2976.86,2477.23,205.54403729290394,0.0748799762813951,1,-1.0,1,0,legitimate,n/a,0623ceae-af0f-4078-ad6d-e98ab7fc7a54,0.0
legit_sess_3c99347d-24c2-417d-8dc1-18dd657756d7,3,1,0,0,5,47442.0,0.22764638927532568,4594.0,1309.0,3.0,36638.0,1,0,0,-1.0,0,-1.0,3,0,4095.236666666666,4403.02,3617.96,342.17519239256507,0.08355443659159262,1,1.0,1,0,legitimate,n/a,ee36196b-ea01-4583-99c1-4c26c647ebd1,0.0
legit_sess_2c7e1cb9-b3e3-46df-971a-2b1510156f38,4,1,0,0,6,181115.0,0.07950749523783232,51690.333333333336,11153.0,4.0,7564.0,1,0,0,-1.0,0,-1.0,4,0,1707.6475,1945.85,1318.07,260.8704353098488,0.15276597500939088,1,-1.0,1,0,legitimate,n/a,8ab28729-4db8-4edd-ae3c-a58b224065ed,0.0
legit_sess_f6d39e53-4aab-4f90-95f8-d2326369defb,2,1,0,0,3,205998.0,0.03495179564850144,7980.0,7980.0,2.0,198018.0,1,0,0,-1.0,0,-1.0,2,0,463.75,474.2,453.3,10.449999999999989,0.022533692722371945,0,1.0,1,0,legitimate,n/a,ea410a35-08bb-4941-b2d8-0f0bfdffacba,0.0
legit_sess_606fcf47-a1f7-48d9-a29f-f4d2bdc194e2,10,1,0,0,12,316792.0,0.11363923331397256,29783.333333333332,446.0,10.0,20619.0,1,0,0,-1.0,0,-1.0,10,0,1317.158,1487.22,906.03,163.65022351344345,0.12424494518762629,1,1.0,1,0,legitimate,n/a,9cdfeddd-a055-4efc-9652-9c730ba38a2b,0.0
legit_sess_e1143995-10e6-42e9-8523-a0a2c781dc9e,12,1,0,1,15,198703.0,0.21740990322239725,11748.363636363636,1018.0,12.0,1336.0,1,0,0,-1.0,1,68282.0,12,0,1312.4808333333335,1806.12,880.04,279.9337113335445,0.21328594233455686,1,-1.0,1,0,legitimate,n/a,9f6c3ff2-3cd5-45a9-a907-1bcd854c2f92,2.248979594885147
legit_sess_0f8b1a18-92ef-489b-a506-ff42a1853a2d,1,1,0,0,3,34970.0,0.10294538175579068,34970.0,34970.0,1.0,31781.0,1,0,0,-1.0,0,-1.0,1,0,30.28,30.28,30.28,0.0,0.0,0,0.0,1,0,legitimate,n/a,6f1b0a58-ddd6-4bd0-a4f6-d48b389fe420,0.0
legit_sess_5bf33c75-b956-496a-bc36-26deee355290,0,1,0,0,2,21407.0,0.0,21407.0,21407.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,e4ea4f55-5e06-4b6b-80f4-a9f67b415e88,0.0
legit_sess_053d581e-a622-4811-875f-30c0fb6639e5,8,1,0,1,11,166130.0,0.1733582134473003,18213.714285714286,1397.0,8.0,29860.0,1,0,0,-1.0,1,21853.0,8,0,3270.8075,4270.16,2688.96,530.6606481252874,0.16224147955062698,1,-1.0,1,0,legitimate,n/a,28f277d3-35b1-45eb-a6b5-66295b607b8e,0.056213533192303745
legit_sess_f8a43c26-3823-4bf4-8511-c05a5d7be062,6,1,0,0,8,88784.0,0.24328707875292846,11306.0,1216.0,6.0,29932.0,1,0,0,-1.0,0,-1.0,6,0,2049.2716666666665,2956.86,1328.88,580.1157994290642,0.28308389212869817,1,1.0,1,0,legitimate,n/a,97f2ec07-0637-4d96-bd91-1cf840c3f510,0.0
legit_sess_fb8b63dd-d4b7-4316-8a48-488323d497c7,0,1,0,0,2,38560.0,0.0,38560.0,38560.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,8243cd2d-fee9-41ae-81ae-10e10a19131f,0.0
legit_sess_007ccbfb-6190-41a0-a659-5028abda6214,4,1,0,0,6,25413.0,0.5666391217093614,3615.6666666666665,1251.0,4.0,14566.0,1,0,0,-1.0,0,-1.0,4,0,3212.9224999999997,3799.71,2780.43,398.38799137116325,0.12399551852594119,1,-1.0,1,0,legitimate,n/a,ec56c1f5-548c-4c84-8231-bd091f8803be,0.0
legit_sess_0dc6149e-dd86-4938-979b-8ce03964be52,1,1,0,0,3,57648.0,0.062447960033305584,57648.0,57648.0,1.0,24066.0,1,0,0,-1.0,0,-1.0,1,0,103.36,103.36,103.36,0.0,0.0,0,0.0,1,0,legitimate,n/a,dd15d50d-d505-4fe5-9c9c-7e25619a6461,0.0
legit_sess_7690c01e-ee9d-41d8-a3d3-a8121b1e4c13,5,1,0,0,7,289827.0,0.06210601496754961,46276.0,5548.0,5.0,4243.0,1,0,0,-1.0,0,-1.0,5,0,2031.114,2464.27,1635.5,267.27938391129237,0.13159250731928016,1,-1.0,1,0,legitimate,n/a,7241885f-d60c-4c6b-a8ff-34d30ab08f08,0.0
legit_sess_a1cfa373-2f79-46e3-b32b-d144e74d7881,1,1,0,0,2,244576.0,0.014719351040167472,244576.0,244576.0,1.0,244576.0,1,0,0,-1.0,0,-1.0,1,0,503.24,503.24,503.24,0.0,0.0,0,0.0,1,0,legitimate,n/a,577dee3a-0f95-4a6f-8c64-c72c45d5bb88,0.0
legit_sess_f0901708-80e7-485a-a4bd-ad9bfc7d89f6,1,1,0,0,2,16450.0,0.2188449848024316,16450.0,16450.0,1.0,16450.0,1,0,0,-1.0,0,-1.0,1,0,149.26,149.26,149.26,0.0,0.0,0,0.0,1,0,legitimate,n/a,77620802-6141-4c74-b84c-fcf66f7fb33c,0.0
legit_sess_f1fff7fa-36f9-431a-abeb-af3a14d80e6d,1,1,0,0,3,84738.0,0.04248389152446364,84738.0,84738.0,1.0,1350.0,1,0,0,-1.0,0,-1.0,1,0,842.07,842.07,842.07,0.0,0.0,0,0.0,1,0,legitimate,n/a,9e097fe3-d7fa-41b8-9397-1494b402b288,0.0
legit_sess_c01964ed-016c-4813-9c78-210452d4b57b,2,1,0,0,4,37359.0,0.1927246446639364,15382.0,15382.0,2.0,7241.0,1,0,0,-1.0,0,-1.0,2,0,281.805,297.79,265.82,15.985000000000014,0.05672362094356031,1,-1.0,1,0,legitimate,n/a,4ffaaa98-c602-43de-8954-7528eb998e41,0.0
legit_sess_9bdfd9c3-25a8-4ed4-804f-e7aec18f362f,1,1,0,0,3,21012.0,0.17133066818960593,21012.0,21012.0,1.0,16773.0,1,0,0,-1.0,0,-1.0,1,0,1282.94,1282.94,1282.94,0.0,0.0,0,0.0,1,0,legitimate,n/a,1d32c668-b8b3-466b-92c7-ab7d0455833b,0.0
legit_sess_a0c1b495-c2b7-4d60-8526-254a17049f28,10,1,0,0,12,271267.0,0.13271057666431965,22502.777777777777,1257.0,10.0,22141.0,1,0,0,-1.0,0,-1.0,10,0,1925.054,2583.96,1234.34,410.30705168690434,0.21314054134943972,1,1.0,1,0,legitimate,n/a,6694b89e-56ab-4e51-9cfe-42a6c6e362db,0.0
legit_sess_518b4069-9a87-411c-a133-ad971005955e,10,1,0,0,12,276726.0,0.13009258255458467,27271.444444444445,6975.0,10.0,17233.0,1,0,0,-1.0,0,-1.0,10,0,1080.7669999999998,1423.22,678.63,226.5214011545046,0.20959318812889793,1,-1.0,1,0,legitimate,n/a,ad87e50d-1f6f-47a0-802c-bb7cdf54fa50,0.0
legit_sess_246c6f82-7094-428b-a17f-c3a5df1e09b7,0,1,0,0,2,1500.0,0.0,1500.0,1500.0,0.0,-1.0,1,0,0,-1.0,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,legitimate,n/a,b9cbf014-c844-404a-b258-60d34690a084,0.0
